Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
flowers online perth,AU,Australia,English,Perth (Location),false,true,false,false,true,true,"AI Overview, Sitelinks, Shopping, Thumbnail",80,37,1.97,,48,,,,1,New,,,,https://www.lvly.com.au/collections/flower-delivery-perth,,2026-03-28 10:20:39
lvly coupon code,AU,Australia,English,LVLY (Organization),true,false,false,true,true,true,,150,0,0.63,13,47,35,,5,1,4,,https://www.lvly.com.au/products/lvly-team-posy,,https://www.lvly.com.au/pages/discount,2026-01-06 01:12:17,2026-04-07 06:51:31
lvly flowers perth,AU,Australia,English,"LVLY Flowers (Organization), Perth (Location)",true,true,false,true,true,true,"Sitelinks, Knowledge panel, People also ask",60,3,2.28,45,47,1,,1,1,,,https://www.lvly.com.au/collections/flower-delivery-perth,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-11 22:29:22,2026-03-27 07:01:17
lvly flower delivery,AU,Australia,English,LVLY (Organization),true,false,true,true,true,true,"Sitelinks, Local teaser, Shopping, Thumbnail, People also ask",150,0,1.34,44,46,2,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-11 07:39:23,2026-04-03 16:41:48
lvly,NZ,New Zealand,,LVLY (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",40,1,0.78,46,46,0,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-31 09:08:33,2026-04-17 16:44:14
flowers delivered perth,AU,Australia,English,Perth (Location),false,true,false,true,true,true,"Sitelinks, Bottom ads",150,28,2.00,,46,,35,,1,New,,,,https://www.lvly.com.au/collections/flower-delivery-perth,,2026-04-23 04:51:36
delivery flowers perth,AU,Australia,English,Perth (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Local teaser, Thumbnail, Sitelinks",150,30,2.13,18,45,27,,3,2,1,,https://www.lvly.com.au/collections/flower-delivery-perth,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-11 13:28:52,2026-03-27 04:33:02
lvly gift,AU,Australia,English,LVLY (Organization),true,false,false,true,true,false,"Shopping, Thumbnail",60,2,2.61,51,45,-6,,1,1,,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2026-01-06 05:43:52,2026-04-21 22:30:32
flower delivery south melbourne,AU,Australia,English,South Melbourne (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Local teaser, Sitelinks",200,42,2.16,29,45,16,,3,2,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-15 02:07:31,2026-04-12 21:53:43
comfort thinking of you quotes sympathy,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",400,17,0.13,44,,,,1,,Lost,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-23 18:14:24,
same day flower delivery adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,true,Sitelinks,350,50,1.63,41,43,2,,3,2,1,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-14 02:27:48,2026-04-24 00:42:25
flower delivery australia,GB,United Kingdom,English,Australia (Location),false,true,false,false,true,true,"Thumbnail, People also ask",500,63,1.13,84,43,-41,,2,5,-3,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-17 08:27:46,2026-04-26 12:18:21
australian flowers bouquet,AU,Australia,English,,false,false,false,true,true,true,"People also ask, Shopping, Thumbnail, Sitelinks",100,0,1.04,11,43,32,,4,1,3,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2026-01-14 04:00:59,2026-03-30 18:10:06
same day flowers,AU,Australia,English,,false,false,false,false,true,true,"Local teaser, Sitelinks",300,40,2.38,155,43,-112,,1,4,-3,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-21 00:28:43,2026-04-04 09:04:18
lvly contact,AU,Australia,English,LVLY (Organization),true,false,false,true,false,false,"Knowledge card, Sitelinks, Knowledge panel",60,3,3.31,48,43,-5,,1,1,,,https://www.lvly.com.au/pages/contact-lvly,,https://www.lvly.com.au/pages/contact-lvly,2026-01-12 03:35:17,2026-03-27 10:44:22
australian native flower bouquet,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, People also ask",150,0,0.68,7,42,36,,7,1,6,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2026-01-17 02:42:03,2026-04-01 15:00:30
flower shop melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Local teaser, People also ask, Thumbnail",450,53,1.02,46,42,-4,,3,3,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-28 18:46:13,2026-04-05 19:12:48
melbourne florist,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Thumbnail, Sitelinks",600,62,1.02,37,42,5,,8,6,2,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-31 07:04:56,2026-04-26 02:41:51
anniversary gifts australia,AU,Australia,English,Australia (Location),false,true,false,true,true,true,"AI Overview, Thumbnail, Sitelinks, Shopping, People also ask",100,0,0.77,9,41,33,,5,1,4,,https://www.lvly.com.au/collections/anniversary,AI Overview,https://www.lvly.com.au/collections/anniversary,2025-12-26 19:21:54,2026-04-25 13:54:53
flower delivery in perth,AU,Australia,English,Perth (Location),false,true,false,false,true,true,"Local teaser, Shopping, Thumbnail, People also ask, Sitelinks",100,19,2.00,5,41,36,,8,2,6,,https://www.lvly.com.au/collections/flower-delivery-perth,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-24 19:58:03,2026-04-11 19:59:32
flower delivery gold coast,AU,Australia,English,Gold Coast (Location),false,true,false,true,true,true,"Local teaser, Sitelinks, Video preview",1200,35,1.96,41,,,,11,,Lost,,https://www.lvly.com.au/collections/gold-coast,,,2026-01-02 16:47:17,
lvly,PH,Philippines,,LVLY (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",40,7,,41,41,0,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-18 20:51:32,2026-03-26 04:38:29
online gift delivery,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Thumbnail, Shopping",100,45,0.73,41,,,,1,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-03 17:30:50,
flower sydney delivery,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"Sitelinks, Shopping, Thumbnail",100,59,,3,41,38,,11,1,10,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-sydney,2026-01-07 11:57:55,2026-04-23 15:18:37
lvly promo code,AU,Australia,English,LVLY (Organization),true,false,false,true,true,true,,100,0,0.35,14,41,27,,4,1,3,,https://www.lvly.com.au/products/lvly-team-posy,,https://www.lvly.com.au/pages/discount,2026-01-02 05:19:02,2026-04-01 10:26:32
flower delivery burleigh waters,AU,Australia,English,Burleigh Waters (Location),false,true,false,true,true,true,,100,0,0.72,5,40,35,,8,1,7,,https://www.lvly.com.au/collections/flower-delivery-burleigh-heads-queensland,,https://www.lvly.com.au/collections/flower-delivery-burleigh-heads-queensland,2026-01-24 10:57:26,2026-04-20 18:33:32
thinking of you at this difficult time messages,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",100,2,0.23,10,40,30,,5,1,4,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-30 14:21:52,2026-03-30 01:53:22
gifts for birthday,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Shopping, Sitelinks, People also ask, Discussions and forums",100,10,0.56,16,40,24,,1,2,-1,AI Overview,https://www.lvly.com.au/collections/birthday,,https://www.lvly.com.au/collections/birthday,2025-12-25 11:33:03,2026-04-23 17:39:53
birthday deliveries,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Knowledge panel",100,10,0.90,,40,,,,1,New,,,,https://www.lvly.com.au/collections/birthday,,2026-04-25 15:58:33
gift bundles,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Thumbnail, Shopping",100,19,0.53,39,,,,1,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-24 04:01:47,
rose bouquet,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Sitelinks, People also ask, Video preview",1100,12,0.57,,39,,,,3,New,,,,https://www.lvly.com.au/collections/roses,,2026-04-26 15:19:45
adelaide flowers delivery,AU,Australia,English,Adelaide (Location),false,true,false,true,true,true,Local teaser,100,41,1.43,7,38,31,3,6,2,4,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-24 19:57:17,2026-04-12 06:10:34
flower delivery melbourne,GB,United Kingdom,English,Melbourne (Location),false,true,false,true,true,true,Local teaser,400,65,1.94,33,38,5,,6,7,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-29 23:15:54,2026-04-02 05:07:54
flower delivery in melbourne,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",200,57,1.92,22,38,16,,3,3,,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-melbourne,2026-01-19 13:42:48,2026-04-04 19:10:52
same day flower delivery perth,AU,Australia,English,Perth (Location),false,true,false,false,true,true,"Sitelinks, Bottom ads, Paid sitelinks",500,34,2.61,43,38,-5,,8,7,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-perth,2025-12-29 09:38:19,2026-04-17 16:07:27
flowers fremantle,AU,Australia,English,Fremantle (Location),false,true,false,true,true,true,Local teaser,100,10,1.30,,37,,,,2,New,,,,https://www.lvly.com.au/collections/fremantle,,2026-03-27 04:43:29
birthday flower delivery sydney,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Sitelinks, Thumbnail, Shopping",250,17,1.53,,37,,,,2,New,,,,https://www.lvly.com.au/collections/flower-delivery-sydney,,2026-03-28 22:52:56
happy birthday gift,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Sitelinks, People also ask",100,1,0.32,14,37,23,,2,1,1,,https://www.lvly.com.au/collections/birthday,,https://www.lvly.com.au/collections/birthday,2026-01-25 13:03:40,2026-04-12 23:39:09
anniversary present ideas,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums, Shopping",100,1,0.29,,37,,,,2,New,,,,https://www.lvly.com.au/collections/anniversary,,2026-04-21 13:03:18
valentine's day flower delivery melbourne,AU,Australia,English,"Valentine's Day (Event), Melbourne (Location)",false,true,false,false,true,true,"Sitelinks, Shopping, Thumbnail",300,11,,83,36,-47,,1,2,-1,,https://www.lvly.com.au/collections/valentines-day,,https://www.lvly.com.au/collections/valentines-day,2025-12-15 04:20:34,2026-04-10 06:54:29
difficult time comfort thinking of you hug,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",600,0,,36,,,,2,,Lost,People also ask,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-13 10:06:25,
mother's day flower delivery melbourne,AU,Australia,English,"Mother's Day (Event), Melbourne (Location)",false,true,false,false,true,true,"Sitelinks, Shopping, Thumbnail",150,26,,9,36,26,,5,1,4,,https://www.lvly.com.au/collections/flower-delivery-melbourne,,https://www.lvly.com.au/collections/mothers-day,2025-12-26 06:32:32,2026-04-24 13:27:06
brunswick blooms,AU,Australia,English,Brunswick Blooms (Organization),true,true,false,true,true,false,"Sitelinks, Knowledge panel",600,0,0.75,35,,,,6,,Lost,,https://www.lvly.com.au/collections/flower-delivery-brunswick-victoria,,,2025-12-15 22:15:28,
massage gift voucher,AU,Australia,English,,false,false,false,false,true,true,"AI Overview, Thumbnail, People also ask, Video preview",250,0,0.57,8,35,28,,14,1,13,,https://www.lvly.com.au/products/spa-flowers,AI Overview,https://www.lvly.com.au/products/spa-flowers,2025-12-29 08:23:40,2026-03-12 22:35:42
single stem flowers,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, People also ask, Video preview",100,0,0.67,14,35,21,,2,1,1,,https://www.lvly.com.au/collections/single-stem-bunches,,https://www.lvly.com.au/collections/single-stem-bunches,2026-01-10 13:36:47,2026-04-27 17:51:32
hello lvly,AU,Australia,English,LVLY (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",100,0,1.97,35,35,0,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-06 00:12:37,2026-04-21 07:34:11
flower store,AU,Australia,English,,false,false,false,false,true,true,"Local teaser, Thumbnail, Sitelinks, People also ask",250,69,0.72,35,,,,2,,Lost,,https://www.lvly.com.au/,,,2025-12-20 08:59:20,
sympathy flowers perth,AU,Australia,English,Perth (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",100,0,1.47,35,,,,2,,Lost,,https://www.lvly.com.au/collections/sympathy-flowers,,,2026-01-23 06:52:04,
flower delivery burleigh,AU,Australia,English,Burleigh (Location),false,true,false,true,true,true,Sitelinks,100,4,2.15,31,35,3,,2,1,1,,https://www.lvly.com.au/collections/flower-delivery-burleigh-heads-queensland,,https://www.lvly.com.au/collections/flower-delivery-burleigh-heads-queensland,2026-01-06 18:16:06,2026-04-22 11:53:05
birthday present,AU,Australia,English,,false,false,false,true,true,true,"AI Overview, Thumbnail, Shopping, Sitelinks, People also ask, Video preview",900,5,0.44,22,35,13,,1,1,,AI Overview,https://www.lvly.com.au/collections/birthday,AI Overview,https://www.lvly.com.au/collections/birthday,2026-01-23 23:32:43,2026-04-13 03:50:50
mothers day flowers gold coast,AU,Australia,English,"Mother's Day (Event), Gold Coast (Location)",false,true,false,false,true,true,"Local teaser, Sitelinks, Shopping, Thumbnail",100,24,,34,34,0,,2,2,,,https://www.lvly.com.au/collections/gold-coast,,https://www.lvly.com.au/collections/gold-coast,2026-01-18 22:23:38,2026-04-03 11:04:27
lyvly,AU,Australia,,Lyvly (Organization),true,false,false,true,false,false,"Top ads, People also ask, Bottom ads, Paid sitelinks",30,27,1.60,35,34,0,9,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-27 04:21:02,2026-04-15 12:19:28
sunday flower delivery,AU,Australia,English,,false,false,false,true,true,true,Sitelinks,90,57,1.88,21,34,13,,2,1,1,,https://www.lvly.com.au/collections/gold-coast,,https://www.lvly.com.au/,2025-12-28 05:50:38,2026-04-27 15:34:02
best flower delivery gold coast,AU,Australia,English,Gold Coast (Location),false,true,false,true,true,false,"Local teaser, Sitelinks",90,30,1.50,5,33,28,,7,2,5,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/gold-coast,2026-01-20 04:28:51,2026-04-07 16:11:54
flowers delivered adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",150,26,1.60,36,33,-2,,3,4,-1,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-25 00:52:28,2026-04-12 08:40:27
lvly flowers discount code,AU,Australia,English,LVLY flowers (Organization),true,false,false,true,true,true,Sitelinks,80,0,0.85,15,33,19,,2,1,1,,https://www.lvly.com.au/products/lvly-team-posy,,https://www.lvly.com.au/pages/discount,2026-01-04 04:55:19,2026-04-04 14:28:03
flowers australia,GB,United Kingdom,English,Australia (Location),false,true,false,false,true,true,"Thumbnail, People also ask",400,55,1.38,40,33,-7,,2,5,-3,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-25 12:54:30,2026-04-21 21:19:53
flowers perth same day delivery,AU,Australia,English,Perth (Location),false,true,false,false,true,true,Sitelinks,90,21,2.65,12,33,21,,3,1,2,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-29 09:40:53,2026-04-19 13:10:04
flowers delivered today,AU,Australia,English,,false,false,false,false,true,true,Sitelinks,250,60,2.24,74,33,-41,,2,2,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-08 06:54:39,2026-04-16 21:49:22
lvly gift box,AU,Australia,English,LVLY (Organization),true,false,false,true,true,false,"Thumbnail, Shopping",30,0,,30,32,2,,1,1,,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2026-01-12 03:59:17,2026-03-27 13:29:47
wellness gift,AU,Australia,English,,false,false,false,true,true,true,Sitelinks,90,0,0.36,,32,,,,1,New,,,,https://www.lvly.com.au/collections/wellness,,2026-04-19 02:58:48
good anniversary gifts,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Sitelinks, Discussions and forums, People also ask",90,2,0.41,,32,,,,2,New,,,,https://www.lvly.com.au/collections/anniversary,,2026-04-08 17:14:11
deliver flowers,AU,Australia,English,,false,false,false,false,true,true,Sitelinks,500,64,1.35,18,32,15,,3,4,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-28 11:29:47,2026-04-22 08:13:28
flowers to be delivered,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, AI Overview",150,65,,20,32,11,,4,1,3,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-13 19:27:57,2026-04-13 23:03:45
australian native bouquet,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Video preview",250,0,0.68,10,32,22,,2,1,1,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2025-12-21 14:10:50,2026-04-11 12:54:52
native australian flower bouquet,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Thumbnail, Shopping, People also ask",90,0,0.78,8,32,23,,4,1,3,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2026-01-24 20:44:04,2026-04-12 01:44:03
