Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
エアアジア 機内持ち込み,JP,Japan,Japanese,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",1800,0,0.30,2022,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/ja/jp/baggage.html,2026-04-27 00:03:16
airasia check-in,MY,Malaysia,English,AirAsia (Organization),true,false,true,true,false,true,"Sitelinks, Video preview",2000,64,0.10,2016,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-24 21:59:07
airasia,NZ,New Zealand,,AirAsia (Organization),true,false,true,true,true,false,"Sitelinks, People also ask, Video preview",1900,78,0.04,1994,0,1,,https://www.airasia.com/en/gb,2026-04-26 18:17:08
air asia,SA,Saudi Arabia,,AirAsia (Organization),true,false,true,true,true,false,"Sitelinks, People also ask, Thumbnail, Video preview",1900,78,0.13,1991,0,1,,https://www.airasia.com/en/gb,2026-04-08 23:42:13
air asia,TW,Taiwan,,AirAsia (Organization),true,false,true,true,true,true,"Sitelinks, Bottom ads, Paid sitelinks, Video preview, Thumbnail",3300,70,0.07,1963,1800,1,,https://www.airasia.com/en/gb,2026-04-24 00:21:40
เช็คไฟลท์บิน,TH,Thailand,Thai,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview",5400,64,0.13,1963,0,1,AI Overview,https://www.airasia.com/flightstatus/th/th,2026-04-21 17:09:35
จองตั๋วแอร์เอเชียออนไลน์,TH,Thailand,Thai,AirAsia (Organization),true,false,false,false,true,true,"People also ask, Sitelinks",1800,35,0.14,1941,0,1,,https://www.airasia.com/flights/th/th/,2026-04-14 20:23:05
air asia,BD,Bangladesh,,AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail, Video preview",1900,75,0.06,1897,0,1,,https://www.airasia.com/en/gb,2026-04-14 15:15:55
harga tiket air asia,MY,Malaysia,Indonesian,AirAsia (Organization),true,false,false,true,true,false,Video preview,2300,0,0.01,1894,0,1,,https://www.airasia.com/ms/my,2026-04-11 18:23:29
air asia check in,IN,India,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, Video preview",1900,54,0.01,1893,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-16 11:24:01
air asia check in,TH,Thailand,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask, Video preview",1800,6,0.02,1877,0,1,,https://www.airasia.com/check-in/th/th,2026-04-18 03:18:16
air asia,KR,South Korea,,AirAsia (Organization),true,false,true,true,true,false,"Sitelinks, People also ask, Thumbnail, Video preview",1800,71,0.14,1873,0,1,,https://www.airasia.com/en/gb,2026-04-26 03:46:12
philippines airasia,PH,Philippines,English,"AirAsia Philippines (Organization), Philippines (Location)",true,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail, Video preview",3200,16,0.07,1858,0,1,,https://www.airasia.com/flights/philippines/,2026-04-23 17:33:41
air asia check in,ID,Indonesia,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, Video preview",1800,53,0.48,1840,0,1,,https://www.airasia.com/check-in/id/id,2026-04-14 15:03:51
แอร์เอเชีย จองตั๋ว,TH,Thailand,Thai,AirAsia (Organization),true,false,true,false,true,true,"Sitelinks, Video preview, Thumbnail",1700,1,0.15,1838,0,1,,https://www.airasia.com/th/th,2026-04-24 17:55:25
air asia ticket price,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,false,"People also ask, Video preview",3900,50,0.03,1837,0,1,,https://www.airasia.com/flights/,2026-04-26 13:45:54
airasia flight booking,MY,Malaysia,English,AirAsia (Organization),true,false,false,false,true,true,"People also ask, Video preview",1800,67,0.05,1820,0,1,,https://www.airasia.com/flights/,2026-04-10 05:21:13
airasia check in online,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask",1800,70,0.01,1789,0,1,,https://www.airasia.com/check-in/ms/my,2026-04-12 02:39:47
air asia ticket price,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, People also ask",2800,45,0.03,1779,0,1,,https://www.airasia.com/flights/,2026-04-19 17:41:55
airasia flight status,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,,1700,7,0.01,1768,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-11 20:23:22
エアアジア チェックイン,JP,Japan,Japanese,AirAsia (Organization),true,false,true,true,false,true,"Sitelinks, People also ask, Video preview, Thumbnail",1700,0,0.08,1750,0,1,,https://www.airasia.com/check-in/ja/jp,2026-04-18 02:06:38
thai airasia,SG,Singapore,English,Thai AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",2000,12,0.14,1749,0,1,,https://www.airasia.com/flights/,2026-03-28 02:49:39
air asia flight,IN,India,English,AirAsia (Organization),true,false,true,true,true,true,"People also ask, Thumbnail",3200,64,0.03,1748,0,1,,https://www.airasia.com/flights/,2026-04-22 08:51:33
air asia flights,US,United States,English,AirAsia (Organization),true,false,false,true,true,false,"People also ask, Thumbnail, Video preview",1800,55,0.47,1702,0,1,,https://www.airasia.com/flights/,2026-04-14 14:02:33
エアアジアx,JP,Japan,Japanese,AirAsia X (Organization),true,false,false,true,true,false,"Sitelinks, People also ask, Video preview",1800,2,0.07,1679,621,1,,https://www.airasia.com/ja/jp,2026-04-20 20:09:23
air asia,NL,Netherlands,,AirAsia (Organization),true,false,true,true,true,true,"People also ask, Video preview, Thumbnail",1600,79,0.82,1650,0,1,,https://www.airasia.com/flights/,2026-04-26 02:59:49
airasia flight,SG,Singapore,English,AirAsia (Organization),true,false,false,true,true,false,Sitelinks,1700,45,0.14,1635,0,1,,https://www.airasia.com/en/gb,2026-04-06 02:52:12
เช็คอินออนไลน์,TH,Thailand,Thai,,false,false,true,false,false,true,"People also ask, Thumbnail, Video preview",18000,12,0.02,1632,0,2,,https://www.airasia.com/check-in/th/th,2026-04-24 21:38:44
air asia check in,PH,Philippines,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask, Video preview",1700,8,0.01,1625,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-11 11:54:37
air asia flight status,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,,1600,13,0.01,1621,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-22 04:15:28
แอร์ เอเชีย,TH,Thailand,Thai,AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",1400,27,0.14,1593,0,1,,https://www.airasia.com/th/th,2026-04-11 23:36:32
airasia flights,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,false,People also ask,1600,62,0.05,1590,0,1,,https://www.airasia.com/flights/,2026-04-10 02:40:33
亞航官網,TW,Taiwan,Chinese,AirAsia Official Website (Organization),true,false,true,true,false,false,"Top ads, Paid sitelinks, Sitelinks, People also ask, Video preview",1500,4,,1561,100,1,,https://www.airasia.com/zh/tw,2026-04-18 11:19:44
airasia,CA,Canada,,AirAsia (Organization),true,false,true,true,true,true,"Top ads, Sitelinks, Top stories, Thumbnail, People also ask, Bottom ads, Paid sitelinks, Video preview",2200,74,0.12,1555,0,1,,https://www.airasia.com/en/gb,2026-04-25 18:50:51
airasia web checkin,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask",1400,28,0.01,1545,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-06 05:05:25
タイエアアジア,JP,Japan,Japanese,Thai AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail, Video preview",1900,1,0.29,1542,0,1,,https://www.airasia.com/ja/jp,2026-04-14 10:48:50
www.airasia.com,TH,Thailand,,AirAsia (Organization),true,false,true,true,true,true,"Sitelinks, Video preview",1200,77,0.11,1423,0,1,,https://www.airasia.com/en/gb,2026-04-12 03:23:26
airasia,LK,Sri Lanka,,AirAsia (Organization),true,false,true,true,true,false,"Sitelinks, Video preview, Thumbnail",1400,76,0.02,1413,0,1,,https://www.airasia.com/en/gb,2026-04-12 20:46:17
thai airasia,ES,Spain,English,Thai AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail, Video preview",1700,0,0.49,1413,0,1,,https://www.airasia.com/en/gb,2026-04-16 20:33:22
airasia x,MY,Malaysia,,AirAsia X (Organization),true,false,false,true,false,false,"Thumbnail, People also ask, Top stories, Video preview",5700,64,0.04,1412,0,2,,https://www.airasia.com/flights/,2026-04-25 01:45:20
air asia,PL,Poland,,AirAsia (Organization),true,false,true,true,true,true,"Sitelinks, People also ask, Video preview, Thumbnail",1300,76,0.19,1359,0,1,,https://www.airasia.com/en/gb,2026-04-24 08:17:41
เช็คอิน,TH,Thailand,Thai,,false,false,false,true,false,true,"AI Overview, Thumbnail, People also ask, Video preview",10000,37,0.02,1358,0,1,AI Overview,https://www.airasia.com/check-in/th/th,2026-04-22 07:11:44
airasia thai,TH,Thailand,English,"AirAsia Thai (Organization), Thai AirAsia (Organization)",true,false,true,true,true,true,"Sitelinks, People also ask, Bottom ads, Thumbnail",2000,4,0.12,1342,250,1,,https://www.airasia.com/th/th,2026-04-24 14:12:39
airasia flight,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",1400,71,0.05,1328,0,1,,https://www.airasia.com/flights/,2026-04-14 20:05:47
flight status airasia,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,,1400,0,0.01,1307,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-13 09:45:10
亞航,TW,Taiwan,Chinese,AirAsia (Organization),true,false,false,true,true,false,"Top stories, Thumbnail, People also ask",1300,3,0.09,1307,0,2,,https://www.airasia.com/zh/tw,2026-04-23 17:18:40
check in airasia,ID,Indonesia,English,AirAsia (Organization),true,false,true,true,false,true,"Sitelinks, Video preview",1300,44,0.47,1307,0,1,,https://www.airasia.com/check-in/id/id,2026-04-10 21:58:35
check in air asia,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask, Video preview, Thumbnail",1300,69,0.02,1301,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-14 17:51:18
airasia booking online,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,true,true,"Sitelinks, Video preview",1300,57,0.06,1301,0,1,,https://www.airasia.com/flights/,2026-04-25 02:30:54
airasia web check-in,IN,India,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, Video preview",2300,64,0.01,1293,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-19 03:16:12
airasia philippines booking,PH,Philippines,English,AirAsia Philippines (Organization),true,false,false,false,true,true,"People also ask, Video preview",1800,59,0.05,1293,0,1,,https://www.airasia.com/flights/philippines/,2026-04-15 00:52:02
airasia seat sale,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,true,"AI Overview, Thumbnail, People also ask, Video preview",1000,27,0.03,1282,0,2,,https://www.airasia.com/promotions/ph/,2026-04-19 09:53:14
airasia,NL,Netherlands,,AirAsia (Organization),true,false,true,true,true,true,"Sitelinks, People also ask, Video preview",1300,68,0.49,1276,0,1,,https://www.airasia.com/en/gb,2026-04-11 08:18:47
เช็คอินออนไลน์ แอร์เอเชีย,TH,Thailand,Thai,AirAsia (Organization),true,false,true,true,false,true,"Sitelinks, People also ask",1300,46,0.01,1275,0,1,,https://www.airasia.com/check-in/th/th,2026-04-12 04:57:25
エアアジア 機内食,JP,Japan,Japanese,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",1500,0,0.76,1264,0,1,,https://www.airasia.com/aa/inflight-comforts/ja/jp/hot-meals.html,2026-04-18 02:23:23
แอร์เอเซีย,TH,Thailand,Thai,AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, Thumbnail, Video preview",1200,3,0.14,1259,0,1,,https://www.airasia.com/th/th,2026-04-08 14:54:52
air asia,QA,Qatar,,Air Asia (Organization),true,false,true,true,true,true,"Sitelinks, People also ask, Video preview",1200,66,0.32,1239,0,1,,https://www.airasia.com/flights/,2026-03-20 04:42:57
air asia seat sale,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,true,"AI Overview, Thumbnail, Video preview",1000,3,0.02,1231,0,1,AI Overview,https://www.airasia.com/flights/,2026-03-12 02:39:35
asia air,VN,Vietnam,Vietnamese,AirAsia (Organization),true,false,false,true,true,false,"Video preview, Thumbnail",1200,12,,1208,0,1,,https://www.airasia.com/vi/vn,2026-04-22 19:13:14
airasia baggage price,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",1000,5,0.14,1206,0,1,AI Overview,https://www.airasia.com/aa/about-us/en/gb/fees-and-charges.html,2026-04-12 14:13:33
エアアジア,TH,Thailand,Japanese,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail, Video preview",1200,5,0.13,1201,0,1,,https://www.airasia.com/ja/jp,2026-04-14 09:20:43
airasia agent,TH,Thailand,English,AirAsia (Organization),true,false,false,true,false,false,,1100,40,0.04,1193,0,1,,https://www.airasia.com/agent/en/gb,2026-04-08 03:37:53
air asia booking,AU,Australia,English,AirAsia (Organization),true,false,false,false,false,true,Video preview,1200,66,0.20,1171,0,1,,https://www.airasia.com/flights/,2026-04-09 18:41:28
airasia.com,PH,Philippines,,airasia.com (Organization),true,false,true,true,true,true,"Sitelinks, People also ask, Video preview",1100,73,0.06,1164,0,1,,https://www.airasia.com/en/gb,2026-04-12 20:53:24
thai airasia,VN,Vietnam,English,Thai AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",1500,22,0.14,1160,0,1,,https://www.airasia.com/vi/vn,2026-04-21 12:35:28
airasia check in online,TH,Thailand,English,AirAsia (Organization),true,false,true,false,false,true,Video preview,1000,42,0.02,1159,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-25 19:57:25
เช็คอิน airasia,TH,Thailand,Thai,AirAsia (Organization),true,false,true,false,false,true,"Top ads, Sitelinks, Video preview, Thumbnail",1000,4,0.01,1150,122,1,,https://www.airasia.com/check-in/th/th,2026-04-23 00:45:39
air,TH,Thailand,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Video preview",8400,55,0.15,1148,0,1,AI Overview,https://www.airasia.com/th/th,2026-04-26 23:26:41
air asia online booking,MY,Malaysia,English,AirAsia (Organization),true,false,false,false,false,true,Video preview,1000,70,0.05,1141,0,1,,https://www.airasia.com/flights/,2026-04-17 22:49:50
airsia,MY,Malaysia,,AirAsia (Organization),true,false,true,true,true,true,"Sitelinks, Thumbnail, Video preview",1200,70,0.04,1139,0,1,,https://www.airasia.com/en/gb,2026-04-10 05:21:51
airasia indonesia,AU,Australia,English,"AirAsia (Organization), Indonesia (Location)",true,false,false,true,true,false,"Sitelinks, People also ask",1300,35,0.11,1132,0,1,,https://www.airasia.com/flights/indonesia/,2026-04-14 08:52:47
airasia,BD,Bangladesh,,AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, Thumbnail, Video preview",1200,78,0.08,1127,0,1,,https://www.airasia.com/en/gb,2026-04-12 19:08:50
airasia australia,AU,Australia,English,"AirAsia (Organization), Australia (Location)",true,true,false,true,true,false,"Thumbnail, People also ask, Video preview",1100,64,0.13,1119,0,1,,https://www.airasia.com/flights/australia/,2026-04-14 07:57:30
thai air asia,TH,Thailand,English,Thai AirAsia (Organization),true,false,false,true,true,false,"Top ads, Sitelinks, People also ask, Thumbnail, Video preview",1900,55,0.12,1115,273,1,,https://www.airasia.com/th/th,2026-04-18 15:17:59
indonesia airasia,AU,Australia,English,"AirAsia (Organization), Indonesia (Location)",true,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail, Video preview",1600,53,0.13,1113,321,1,,https://www.airasia.com/flights/indonesia/,2026-04-19 23:27:16
air asia check in online,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask, Video preview",1100,61,0.01,1099,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-04 08:07:50
จองตั๋วเครื่องบิน airasia,TH,Thailand,Thai,AirAsia (Organization),true,false,true,false,true,true,"Sitelinks, Thumbnail, Video preview",1300,13,0.19,1092,0,1,,https://www.airasia.com/flights/th/th/,2026-04-14 22:43:40
air asia booking,SG,Singapore,English,AirAsia (Organization),true,false,false,false,false,true,,1100,69,0.15,1082,340,1,,https://www.airasia.com/flights/,2026-03-31 02:59:35
air aisa,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, Thumbnail, Video preview",1200,78,0.04,1071,0,1,,https://www.airasia.com/en/gb,2026-04-18 14:39:54
亞洲航空官網,TW,Taiwan,Chinese,AirAsia (Organization),true,false,true,true,false,false,"Top ads, AI Overview, Thumbnail, Sitelinks, People also ask",1600,2,,1065,854,1,AI Overview,https://www.airasia.com/zh/tw,2026-04-17 16:20:13
