Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
2 night cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail",100,1,0.34,38,0,1,AI Overview,https://www.cruise1st.com.au/2-night-cruises-from-sydney,2026-05-11 08:53:53
cruises from cairns,AU,Australia,English,Cairns (Location),false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks, Thumbnail, Video preview",500,0,0.26,37,0,3,,https://www.cruise1st.com.au/cruises/cruises-from-cairns,2026-05-04 07:31:03
brisbane to airlie beach cruise,AU,Australia,English,"Brisbane (Location), Airlie Beach (Location)",false,true,false,true,true,false,"AI Overview, People also ask",250,0,0.36,37,0,4,,https://www.cruise1st.com.au/brisbane-to-airlie-beach-cruise,2026-04-30 23:56:18
cruise to new zealand from australia,AU,Australia,English,"New Zealand (Location), Australia (Location)",false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",300,1,0.42,37,0,1,AI Overview,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-11 01:21:26
cruise ship lines,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask",100,50,1.16,37,0,2,,https://www.cruise1st.com.au/cruise-lines,2026-05-09 06:08:14
suez canal cruise,AU,Australia,English,Suez Canal (Location),false,false,false,true,true,false,"AI Overview, People also ask",100,0,0.61,36,0,2,,https://www.cruise1st.com.au/destinations/suez-canal,2026-04-16 00:11:45
cruises around new zealand,AU,Australia,English,New Zealand (Location),false,true,false,true,true,false,"People also ask, Discussions and forums",250,3,0.50,36,0,3,,https://www.cruise1st.com.au/destinations/new-zealand,2026-05-06 18:33:38
seychelles cruise,AU,Australia,English,Seychelles (Location),false,false,false,true,true,false,"Top ads, Thumbnail, People also ask",100,0,0.90,36,0,1,,https://www.cruise1st.com.au/cruises/seychelles,2026-04-14 19:30:08
cruise ships,AU,Australia,English,,false,false,false,true,false,false,"People also ask, Thumbnail, Video preview",1800,40,0.23,36,0,8,,https://www.cruise1st.com.au/cruise-lines,2026-04-27 13:24:12
cruise to cairns from brisbane,AU,Australia,English,"Cairns (Location), Brisbane (Location)",false,true,false,true,true,false,People also ask,100,0,0.37,36,0,1,,https://www.cruise1st.com.au/cruise-from-brisbane-to-cairns,2026-04-18 01:46:08
cruise brisbane to new zealand,AU,Australia,English,"Brisbane (Location), New Zealand (Location)",false,true,false,true,true,false,Thumbnail,250,0,0.39,35,0,2,,https://www.cruise1st.com.au/new-zealand-cruises-from-brisbane,2026-04-21 21:50:27
last minute cruises to south america,AU,Australia,English,South America (Location),false,false,false,true,true,true,"Top ads, Paid sitelinks, People also ask",100,5,0.42,35,0,1,,https://www.cruise1st.com.au/destinations/south-america,2026-05-01 03:56:53
2 night cruise,AU,Australia,English,,false,false,false,true,true,false,Thumbnail,100,2,0.22,35,0,1,,https://www.cruise1st.com.au/2-night-cruises-from-sydney,2026-05-04 22:08:26
cruise from brisbane to tasmania,AU,Australia,English,"Brisbane (Location), Tasmania (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Discussions and forums",100,0,0.39,35,0,1,AI Overview,https://www.cruise1st.com.au/tasmania-cruises-from-brisbane,2026-04-26 01:36:53
3 day cruises from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"AI Overview, Video preview",350,0,0.38,35,0,4,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-29 04:10:29
cruise to tasmania from sydney,AU,Australia,English,"Tasmania (Location), Sydney (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail",450,0,0.34,35,0,6,,https://www.cruise1st.com.au/tasmania-cruises-from-sydney,2026-04-15 06:19:19
3 day cruise from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, People also ask, Thumbnail, Video preview",250,0,0.20,35,0,3,,https://www.cruise1st.com.au/3-day-cruises-from-melbourne,2026-05-02 23:47:19
weekend cruises from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail",100,0,0.25,34,0,1,AI Overview,https://www.cruise1st.com.au/3-day-cruises-from-melbourne,2026-04-24 22:54:10
cruise around australia,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",1100,12,0.36,34,0,11,,https://www.cruise1st.com.au/cruises-around-australia-from-brisbane,2026-04-27 11:13:53
cruises around australia,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",1200,12,0.36,34,0,11,,https://www.cruise1st.com.au/destinations/australia,2026-04-28 13:37:57
sydney to fiji cruise,AU,Australia,English,,false,true,false,true,true,false,AI Overview,200,0,0.29,34,0,2,,https://www.cruise1st.com.au/sydney-to-fiji-cruises,2026-05-01 23:21:05
south america cruise deals,AU,Australia,English,South America (Location),false,false,false,true,true,false,"Thumbnail, Bottom ads, Paid sitelinks",90,0,0.81,34,0,1,,https://www.cruise1st.com.au/destinations/south-america,2026-04-16 18:40:28
cheap cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Thumbnail, Video preview",450,35,0.34,34,0,6,,https://www.cruise1st.com.au/,2026-05-07 23:41:35
cruises from sydney to hawaii,AU,Australia,English,"Sydney (Location), Hawaii (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, Discussions and forums",250,0,0.40,34,0,1,AI Overview,https://www.cruise1st.com.au/hawaii-cruises-from-sydney,2026-04-24 21:58:00
cruise to maldives,AU,Australia,English,Maldives (Location),false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums",90,0,0.37,34,0,2,,https://www.cruise1st.com.au/cruises/maldives,2026-05-07 03:47:01
brisbane to new zealand cruise,AU,Australia,English,"Brisbane (Location), New Zealand (Location)",false,true,false,true,true,false,People also ask,300,0,0.39,34,0,4,,https://www.cruise1st.com.au/new-zealand-cruises-from-brisbane,2026-05-08 00:51:44
cruise deals australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,Thumbnail,250,56,0.49,34,0,4,,https://www.cruise1st.com.au/cruises/all-inclusive,2026-04-26 05:34:19
family cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, People also ask, Discussions and forums",300,0,0.33,34,0,5,,https://www.cruise1st.com.au/cruises/family-cruises,2026-04-09 05:53:48
cruise to hong kong,AU,Australia,English,Hong Kong (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",90,0,0.45,33,0,1,AI Overview,https://www.cruise1st.com.au/destinations/hong-kong,2026-04-21 11:55:32
cruises from brisbane to tasmania,AU,Australia,English,"Brisbane (Location), Tasmania (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",90,0,,33,0,1,AI Overview,https://www.cruise1st.com.au/tasmania-cruises-from-brisbane,2026-05-02 15:19:32
cheap cruises from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"People also ask, Thumbnail",600,0,0.22,33,0,8,,https://www.cruise1st.com.au/cheap-cruises-from-melbourne,2026-05-08 14:20:46
cruises from fremantle,AU,Australia,English,Fremantle (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, Video preview",1000,2,0.10,33,0,7,,https://www.cruise1st.com.au/cruise-fremantle-to-singapore,2026-05-05 01:13:44
christmas cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"AI Overview, People also ask",200,0,0.36,33,0,4,,https://www.cruise1st.com.au/royal-caribbean-christmas-cruise-2026-australia,2026-04-29 06:48:42
all inclusive cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"AI Overview, People also ask",200,6,0.56,33,0,3,,https://www.cruise1st.com.au/all-inclusive-cruises-from-sydney,2026-04-18 10:02:17
singapore to sydney cruise,AU,Australia,English,,false,false,false,true,true,false,AI Overview,250,1,0.40,33,0,5,,https://www.cruise1st.com.au/singapore-to-sydney-cruises,2026-05-01 07:24:03
weekend cruise,AU,Australia,English,,false,false,false,true,true,false,,250,4,0.31,33,0,4,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-30 17:40:50
2 day cruise brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail",90,0,,33,0,1,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-27 21:23:02
5 day cruise from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",90,4,,33,0,2,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-16 03:40:40
cheap cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail",300,3,0.32,32,0,3,,https://www.cruise1st.com.au/cheap-cruises-from-sydney,2026-04-25 13:51:48
weekend cruise sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,,250,2,0.33,32,0,4,,https://www.cruise1st.com.au/2-night-cruises-from-sydney,2026-05-08 16:28:36
adriatic sea,AU,Australia,English,Adriatic Sea (Location),false,false,false,true,false,false,"AI Overview, People also ask, Knowledge panel, Video preview",1000,7,0.13,32,0,5,,https://www.cruise1st.com.au/cruises/adriatic-sea,2026-05-05 00:23:15
cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Discussions and forums, Video preview, Thumbnail",2300,61,0.46,32,0,14,,https://www.cruise1st.com.au/,2026-05-06 20:21:36
cruise first australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Discussions and forums, Bottom ads, Paid sitelinks",250,0,0.69,32,327,1,,https://www.cruise1st.com.au/,2026-05-07 13:17:12
cruises in july,AU,Australia,English,,false,false,false,true,true,false,,200,10,0.44,32,0,2,,https://www.cruise1st.com.au/cruises/july-cruises,2026-05-04 03:51:18
cruises in june,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask",90,8,0.47,32,0,1,,https://www.cruise1st.com.au/cruises/june-cruises,2026-05-09 10:29:44
alaska cruise from vancouver,AU,Australia,English,Vancouver (Location),false,true,false,true,true,false,"Thumbnail, People also ask, AI Overview, Discussions and forums, Video preview",1000,0,0.81,32,0,10,,https://www.cruise1st.com.au/vancouver-to-alaska-cruises,2026-04-26 20:26:54
western mediterranean cruise deals,AU,Australia,English,Western Mediterranean (Location),false,false,false,true,true,false,Thumbnail,200,0,,32,0,2,,https://www.cruise1st.com.au/cruises/western-mediterranean,2026-05-06 17:29:10
cruises to cook islands from sydney,AU,Australia,English,"Cook Islands (Location), Sydney (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",90,0,,32,0,1,AI Overview,https://www.cruise1st.com.au/cruises/cook-islands,2026-05-08 11:28:59
cruises to hawaii from brisbane,AU,Australia,English,"Hawaii (Location), Brisbane (Location)",false,true,false,true,true,false,"Thumbnail, People also ask",90,0,0.37,32,0,1,,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-04-14 17:41:49
bahamas cruise,AU,Australia,English,Bahamas (Location),false,false,false,true,true,false,"People also ask, Thumbnail",400,6,0.39,32,0,6,,https://www.cruise1st.com.au/destinations/caribbean/bahamas,2026-04-15 06:20:56
family cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Discussions and forums",200,0,0.35,31,0,3,,https://www.cruise1st.com.au/cruises/family-cruises,2026-04-16 14:49:24
cruises from sydney to cairns,AU,Australia,English,"Sydney (Location), Cairns (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",90,0,0.37,31,0,1,AI Overview,https://www.cruise1st.com.au/sydney-to-cairns-cruises,2026-04-25 09:30:15
fly stay cruise packages 2024,AU,Australia,English,,false,false,false,true,true,false,Sitelinks,90,3,0.62,31,0,1,,https://www.cruise1st.com.au/fly-cruises,2026-04-17 10:54:02
hawaii to sydney cruise,AU,Australia,English,"Hawaii (Location), Sydney (Location)",false,true,false,true,true,false,AI Overview,200,0,0.42,31,0,2,,https://www.cruise1st.com.au/honolulu-to-sydney-cruises,2026-05-05 15:46:59
cruise from sydney to melbourne,AU,Australia,English,"Sydney (Location), Melbourne (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",150,0,0.25,31,0,1,AI Overview,https://www.cruise1st.com.au/sydney-to-melbourne-cruises,2026-05-10 23:18:59
cruises to tasmania,AU,Australia,English,Tasmania (Location),false,true,false,true,true,false,"AI Overview, Discussions and forums, People also ask",300,1,0.38,31,0,5,,https://www.cruise1st.com.au/destinations/tasmania,2026-05-07 18:59:48
brisbane to fiji cruise,AU,Australia,English,"Brisbane (Location), Fiji (Location)",false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",80,0,0.33,30,0,1,,https://www.cruise1st.com.au/brisbane-cruises-to-fiji,2026-04-24 10:32:22
bali cruise packages,AU,Australia,English,Bali (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",150,0,0.46,30,0,1,AI Overview,https://www.cruise1st.com.au/destinations/bali,2026-04-30 07:44:10
fly cruise deals,AU,Australia,English,,false,false,false,true,true,false,,150,6,0.58,30,0,2,,https://www.cruise1st.com.au/fly-cruises,2026-04-24 12:12:22
2 night cruise from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",80,0,,30,0,1,AI Overview,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-11 01:41:55
cruise from perth to new zealand,AU,Australia,English,"Perth (Location), New Zealand (Location)",false,true,false,true,true,false,"AI Overview, People also ask",100,0,0.43,30,0,3,,https://www.cruise1st.com.au/cruises-from-perth-to-new-zealand,2026-04-18 13:59:52
best cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, People also ask, Discussions and forums, Video preview",400,1,0.33,30,0,7,,https://www.cruise1st.com.au/short-cruises-from-sydney,2026-05-08 00:07:29
western caribbean cruise,AU,Australia,English,Western Caribbean (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Image pack",70,0,0.65,30,0,2,,https://www.cruise1st.com.au/cruise/western-caribbean-from-australia-with-the-independence-of-the-seas-18811058,2026-05-08 22:38:21
family cruises from perth,AU,Australia,English,Perth (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",80,1,0.30,29,0,2,,https://www.cruise1st.com.au/cruises/family-cruises,2026-05-03 03:00:35
fly cruise packages from australia,AU,Australia,English,,false,false,false,true,true,true,,250,36,0.47,29,0,3,,https://www.cruise1st.com.au/fly-cruises,2026-05-10 14:48:19
cruise brisbane to airlie beach,AU,Australia,English,"Brisbane (Location), Airlie Beach (Location)",false,true,false,true,true,false,"Thumbnail, People also ask",250,0,0.39,29,0,3,,https://www.cruise1st.com.au/brisbane-to-airlie-beach-cruise,2026-04-27 18:45:54
cheapest bahamas cruises,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, People also ask",80,0,,29,0,1,,https://www.cruise1st.com.au/destinations/caribbean/bahamas,2026-04-22 15:28:30
sydney to brisbane cruise cost,AU,Australia,English,Sydney to Brisbane (Location),false,true,false,true,true,false,"AI Overview, People also ask",80,0,0.37,29,0,2,,https://www.cruise1st.com.au/cruise-from-sydney-to-brisbane,2026-05-01 03:34:19
